IDpol,ClaimNb,Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region,ClaimAmount,Target
1085734.0,1,0.51,D,9,2,44,50,B6,'Diesel',1485,R82,1705.29,3343.705882352941
1085737.0,1,0.27,D,10,2,52,50,B3,'Regular',681,R82,3454.84,12795.703703703703
1085806.0,1,0.15,C,5,2,21,95,B5,'Regular',229,R53,3093.92,20626.133333333335
1085809.0,1,1.0,C,5,14,47,50,B2,'Regular',229,R53,1128.12,1128.12
1085817.0,1,1.0,C,5,3,35,60,B4,'Diesel',229,R53,2535.32,2535.32
1085906.0,1,1.0,C,5,2,34,50,B2,'Diesel',285,R53,85.6,85.6
1085909.0,1,0.54,E,8,5,25,118,B6,'Regular',3541,R52,311.56,576.9629629629629
1085917.0,1,1.0,B,6,10,38,51,B1,'Diesel',54,R53,1128.0,1128.0
1085941.0,1,1.0,B,6,8,61,73,B2,'Diesel',94,R53,2165.03,2165.03
1085954.0,1,0.26,B,5,3,23,90,B2,'Diesel',94,R53,1128.12,4338.923076923076
1085963.0,1,0.37,E,6,3,24,95,B2,'Diesel',4982,R23,4981.96,13464.756756756757
1086017.0,1,0.32,D,5,11,20,95,B2,'Regular',1959,R82,1128.12,3525.3749999999995
1086030.0,1,0.73,E,7,4,48,50,B2,'Diesel',2252,R82,156.45,214.31506849315068
1086036.0,1,0.59,D,6,6,76,68,B1,'Regular',972,R82,1006.65,1706.1864406779662
1086048.0,1,0.29,E,7,16,39,50,B1,'Regular',2252,R82,120.58,415.7931034482759
1086065.0,1,0.42,D,7,1,40,68,B1,'Regular',1871,R82,1186.2,2824.2857142857147
1086164.0,1,0.49,D,5,5,26,72,B3,'Diesel',1448,R93,71.96,146.85714285714286
1086373.0,1,0.94,C,6,4,29,72,B12,'Diesel',171,R93,3751.0,3990.425531914894
1086384.0,1,0.56,D,7,8,39,72,B11,'Diesel',1326,R93,3057.88,5460.5
1086438.0,1,0.54,D,6,5,49,50,B2,'Diesel',614,R93,72.02,133.37037037037035
1086452.0,1,1.0,E,10,26,38,85,B10,'Diesel',4762,R93,1128.12,1128.12
1086462.0,1,0.15,D,5,1,47,50,B4,'Diesel',1326,R93,773.17,5154.466666666666
1086495.0,1,1.0,D,5,1,49,73,B12,'Regular',614,R93,1128.0,1128.0
1086497.0,2,0.49,C,7,12,39,75,B2,'Diesel',113,R31,2137.72,4362.69387755102
1086497.0,2,0.49,C,7,12,39,75,B2,'Diesel',113,R31,1097.92,2240.65306122449
1086515.0,1,1.0,A,6,1,30,56,B1,'Diesel',27,R31,259.47,259.47
1086538.0,1,0.97,D,4,11,68,50,B6,'Regular',635,R25,1128.0,1162.8865979381444
1086550.0,1,0.7,C,5,1,49,50,B6,'Diesel',259,R31,1128.12,1611.6
1086552.0,1,0.74,A,7,12,55,81,B1,'Regular',43,R31,1128.0,1524.3243243243244
1086560.0,1,0.62,A,12,0,33,50,B12,'Diesel',28,R22,49.2,79.35483870967742
1086561.0,1,0.59,C,8,7,50,106,B2,'Diesel',259,R31,1128.0,1911.864406779661
1086583.0,1,0.18,C,6,7,30,95,B2,'Diesel',259,R31,1128.0,6266.666666666667
1086640.0,1,1.0,C,4,11,44,58,B2,'Regular',238,R72,1890.37,1890.37
1086704.0,1,1.0,B,10,8,38,74,B10,'Diesel',52,R72,1128.0,1128.0
1086724.0,1,1.0,A,8,1,41,75,B13,'Diesel',45,R72,1128.0,1128.0
1086747.0,1,0.67,C,8,0,53,50,B2,'Diesel',238,R72,287.35,428.8805970149254
1086773.0,1,1.0,D,5,7,49,50,B5,'Diesel',813,R72,1128.12,1128.12
1086809.0,1,1.0,E,9,11,26,61,B1,'Regular',4348,R72,34.22,34.22
1086830.0,1,0.64,D,5,13,46,56,B1,'Regular',1287,R72,349.66,546.34375
1086834.0,1,0.76,D,4,6,79,50,B2,'Regular',520,R72,1190.62,1566.6052631578946
1086856.0,1,0.72,E,4,11,68,50,B2,'Regular',2257,R72,1128.12,1566.8333333333333
1086880.0,1,0.16,D,5,8,50,50,B1,'Diesel',1445,R72,1128.12,7050.749999999999
1086897.0,1,0.43,E,4,5,33,62,B2,'Regular',4348,R72,1128.12,2623.53488372093
1086913.0,1,1.0,E,6,8,25,50,B3,'Diesel',3857,R72,820.54,820.54
1086924.0,1,1.0,B,5,2,44,50,B2,'Diesel',80,R72,2964.89,2964.89
1087028.0,1,0.22,C,6,8,35,50,B2,'Diesel',303,R72,2013.31,9151.40909090909
1087038.0,1,1.0,E,4,14,32,50,B1,'Regular',4348,R72,59.99,59.99
1087061.0,1,0.94,E,6,2,41,50,B3,'Diesel',4348,R72,367.64,391.1063829787234
1087080.0,1,0.04,C,4,16,39,50,B1,'Regular',118,R72,760.32,19008.0
1087089.0,1,0.96,D,5,1,48,50,B5,'Diesel',813,R72,371.02,386.4791666666667
1087097.0,1,1.0,D,6,2,34,106,B4,'Diesel',1445,R72,67.46,67.46
1087114.0,1,0.74,E,10,5,48,50,B2,'Regular',4456,R72,5014.4,6776.216216216216
1087133.0,1,1.0,D,7,4,50,50,B4,'Regular',1445,R72,1128.0,1128.0
1087158.0,1,0.77,A,5,1,67,82,B1,'Diesel',30,R24,1128.12,1465.090909090909
1087162.0,1,0.12,C,8,12,46,50,B1,'Diesel',106,R24,1128.12,9401.0
1087176.0,1,0.58,B,5,4,25,64,B3,'Diesel',86,R24,78.16,134.75862068965517
1087222.0,1,1.0,C,6,13,44,62,B6,'Regular',393,R24,1128.0,1128.0
1087224.0,1,1.0,A,5,1,48,62,B10,'Diesel',34,R24,76.63,76.63
1087231.0,1,1.0,A,10,3,48,50,B3,'Diesel',15,R24,5802.95,5802.95
1087309.0,1,1.0,A,7,1,33,56,B1,'Diesel',15,R24,80.36,80.36
1087327.0,1,0.7,E,7,4,29,95,B5,'Diesel',5782,R11,1839.09,2627.2714285714287
1087328.0,1,0.29,E,7,4,29,147,B5,'Diesel',5782,R11,1128.0,3889.6551724137935
1087457.0,1,0.78,C,7,15,34,51,B2,'Regular',139,R53,646.18,828.4358974358973
1087527.0,1,1.0,B,5,3,48,50,B3,'Regular',65,R53,421.67,421.67
1087557.0,1,1.0,C,9,4,58,50,B10,'Diesel',118,R53,1128.12,1128.12
1087581.0,1,1.0,D,7,10,48,50,B2,'Diesel',747,R53,866.72,866.72
1087639.0,1,0.8,C,7,9,58,50,B3,'Regular',261,R53,287.61,359.5125
1087646.0,1,1.0,A,4,1,44,62,B4,'Regular',40,R53,1128.0,1128.0
1087652.0,1,1.0,C,6,12,68,62,B6,'Diesel',247,R53,1128.12,1128.12
1087893.0,1,0.69,D,12,0,34,50,B12,'Diesel',854,R82,1154.57,1673.2898550724638
1087927.0,1,0.3,C,5,0,22,90,B2,'Regular',320,R82,4832.67,16108.900000000001
1087959.0,1,0.94,A,7,13,72,50,B1,'Regular',26,R82,1128.12,1200.127659574468
1087963.0,2,1.0,E,5,13,50,65,B1,'Diesel',3688,R82,858.82,858.82
1087963.0,2,1.0,E,5,13,50,65,B1,'Diesel',3688,R82,1128.0,1128.0
1087983.0,1,0.89,E,5,7,50,58,B13,'Diesel',3688,R82,1128.12,1267.5505617977526
1088001.0,1,1.0,C,5,8,56,50,B1,'Regular',194,R82,87.52,87.52
1088028.0,1,1.0,C,6,10,52,57,B4,'Regular',289,R82,361.2,361.2
1088085.0,1,0.46,C,7,7,34,50,B1,'Diesel',158,R82,1128.0,2452.173913043478
1088100.0,1,0.84,A,5,1,53,69,B1,'Diesel',42,R82,615.3,732.5
1088159.0,1,1.0,A,6,8,34,65,B3,'Diesel',33,R52,1128.12,1128.12
1088235.0,1,1.0,B,9,10,22,76,B1,'Regular',64,R52,130.08,130.08
1088245.0,1,1.0,F,4,1,52,56,B1,'Regular',27000,R11,989.22,989.22
1088259.0,1,0.16,E,6,11,21,112,B3,'Diesel',4128,R52,1128.12,7050.749999999999
1088297.0,1,0.24,B,7,11,19,100,B11,'Regular',82,R52,2214.99,9229.125
1088305.0,1,0.25,C,6,14,36,208,B14,'Regular',295,R52,1128.0,4512.0
1088415.0,1,0.5,B,6,9,35,50,B2,'Diesel',99,R24,1273.86,2547.72
1088439.0,2,1.0,A,6,16,42,112,B5,'Regular',38,R26,1128.12,1128.12
1088439.0,2,1.0,A,6,16,42,112,B5,'Regular',38,R26,204.89,204.89
1088453.0,1,1.0,A,6,7,31,51,B6,'Diesel',15,R24,2171.46,2171.46
1088494.0,1,1.0,C,7,8,67,50,B1,'Regular',147,R26,1308.84,1308.84
1088563.0,1,0.54,C,7,15,33,83,B1,'Regular',214,R26,564.06,1044.5555555555554
1088566.0,1,1.0,B,7,6,45,50,B2,'Regular',84,R24,918.1,918.1
1088636.0,1,1.0,B,5,7,36,67,B5,'Diesel',61,R24,1128.12,1128.12
1088753.0,1,1.0,A,6,2,42,50,B2,'Diesel',37,R24,1098.02,1098.02
1088817.0,1,0.43,C,5,15,48,76,B3,'Regular',298,R24,3191.62,7422.372093023256
1088860.0,1,0.32,A,7,9,31,75,B2,'Regular',17,R24,1128.12,3525.3749999999995
1088891.0,1,1.0,C,6,3,47,76,B3,'Diesel',298,R24,76.63,76.63
1088899.0,1,0.26,D,6,3,28,64,B2,'Diesel',614,R24,2727.28,10489.538461538463
1088948.0,1,0.86,E,7,4,39,90,B4,'Regular',3744,R93,1128.12,1311.767441860465
1089050.0,1,0.35,E,5,16,50,50,B4,'Regular',3744,R93,2508.21,7166.314285714287
1089063.0,1,1.0,E,6,5,65,50,B2,'Diesel',3744,R93,1050.16,1050.16
1089091.0,1,0.8,E,6,2,71,50,B6,'Diesel',3744,R93,374.7,468.37499999999994
1089170.0,1,0.3,E,6,6,21,90,B3,'Diesel',3744,R93,100.17,333.90000000000003
1089189.0,1,1.0,E,7,9,53,56,B11,'Regular',4116,R24,1128.12,1128.12
1089209.0,1,0.73,B,5,9,60,50,B2,'Diesel',57,R24,74.17,101.60273972602741
1089218.0,1,0.62,B,7,9,22,100,B2,'Diesel',57,R24,75.46,121.70967741935483
1089231.0,1,1.0,A,5,3,59,52,B1,'Diesel',15,R24,1128.12,1128.12
1089238.0,1,0.89,B,6,5,46,62,B3,'Diesel',57,R24,1128.12,1267.5505617977526
1089342.0,1,0.78,C,5,7,30,64,B1,'Regular',182,R24,1128.12,1446.3076923076922
1089429.0,1,0.96,B,9,15,34,118,B1,'Regular',57,R24,1128.12,1175.125
1089526.0,1,0.29,C,6,14,36,50,B1,'Diesel',301,R73,1025.51,3536.241379310345
1089549.0,1,1.0,E,7,11,48,50,B2,'Diesel',2620,R72,124.7,124.7
1089592.0,1,1.0,E,4,9,30,112,B3,'Regular',2620,R72,8098.13,8098.13
1089687.0,1,0.37,D,7,13,37,68,B1,'Regular',713,R52,276.2,746.4864864864865
1089700.0,1,0.27,D,7,15,24,100,B1,'Regular',713,R52,1128.12,4178.222222222222
1089776.0,1,0.45,B,5,14,20,100,B1,'Regular',58,R53,1128.12,2506.933333333333
1089823.0,1,1.0,D,6,4,49,77,B2,'Diesel',1408,R52,1128.0,1128.0
1089867.0,1,0.57,E,6,20,22,95,B1,'Diesel',2575,R52,1128.12,1979.157894736842
1089905.0,1,0.99,D,8,12,36,62,B1,'Diesel',1199,R52,1128.12,1139.5151515151515
1089907.0,1,0.24,C,8,7,24,80,B1,'Diesel',169,R52,307.14,1279.75
1089919.0,1,0.86,D,5,12,57,85,B2,'Diesel',1408,R52,1128.0,1311.6279069767443
1089943.0,1,0.04,C,7,9,18,100,B3,'Regular',129,R52,36337.24,908430.9999999999
1089976.0,1,1.0,E,7,8,43,77,B1,'Regular',2694,R54,1128.0,1128.0
1089988.0,1,0.49,D,6,3,77,62,B2,'Regular',803,R54,1128.12,2302.285714285714
1090034.0,1,0.46,D,5,2,55,50,B1,'Diesel',540,R54,155.99,339.10869565217394
1090073.0,1,0.47,C,5,2,51,50,B3,'Diesel',270,R54,446.25,949.468085106383
1090231.0,1,1.0,C,5,2,22,106,B2,'Diesel',109,R54,1128.12,1128.12
1090271.0,1,0.67,A,5,8,56,50,B5,'Diesel',42,R54,245.08,365.7910447761194
1090274.0,1,0.68,C,9,12,53,50,B2,'Regular',122,R54,1128.0,1658.8235294117646
1090305.0,1,0.13,D,5,10,46,100,B2,'Diesel',1175,R54,1346.81,10360.076923076922
1090337.0,1,1.0,A,6,11,54,50,B2,'Diesel',46,R24,1128.0,1128.0
1090455.0,2,1.0,C,7,11,35,100,B11,'Regular',465,R72,1128.12,1128.12
1090455.0,2,1.0,C,7,11,35,100,B11,'Regular',465,R72,1128.12,1128.12
1090457.0,1,0.3,B,7,18,32,72,B2,'Regular',94,R54,1051.04,3503.4666666666667
1090458.0,1,0.69,B,7,10,32,112,B1,'Regular',94,R54,1128.12,1634.9565217391305
1090502.0,1,1.0,C,7,8,27,55,B2,'Regular',227,R54,1128.12,1128.12
1090536.0,1,1.0,C,4,8,58,95,B2,'Diesel',227,R54,1128.0,1128.0
1090588.0,1,0.89,A,10,10,27,85,B2,'Regular',42,R54,221.23,248.57303370786516
1090593.0,1,1.0,D,9,10,57,71,B11,'Regular',562,R54,1128.12,1128.12
1090664.0,1,0.83,C,11,9,62,85,B1,'Regular',227,R54,1094.22,1318.3373493975905
1090666.0,1,1.0,A,4,12,62,55,B4,'Diesel',25,R54,1128.0,1128.0
1090668.0,1,0.81,B,7,12,30,95,B1,'Regular',89,R52,591.97,730.8271604938271
1090702.0,1,0.1,C,6,8,35,72,B2,'Diesel',153,R54,1128.0,11280.0
1090739.0,1,0.29,C,5,18,47,100,B1,'Regular',110,R54,1128.12,3890.0689655172414
1090821.0,1,0.24,C,9,7,30,57,B11,'Regular',283,R25,141.82,590.9166666666666
1090824.0,1,1.0,C,10,1,50,50,B10,'Diesel',229,R25,1596.75,1596.75
1090852.0,1,1.0,A,8,10,51,51,B6,'Regular',32,R25,941.31,941.31
1090904.0,1,0.75,C,7,8,25,88,B1,'Diesel',130,R53,1128.12,1504.1599999999999
1090908.0,1,1.0,C,6,3,52,76,B1,'Diesel',210,R53,771.07,771.07
1090913.0,1,0.46,D,4,13,42,63,B1,'Regular',1192,R53,1128.0,2452.173913043478
1090996.0,1,1.0,E,6,8,47,58,B3,'Diesel',4128,R52,3415.92,3415.92
1091000.0,2,1.0,E,7,14,28,125,B2,'Regular',4128,R52,1128.12,1128.12
1091000.0,2,1.0,E,7,14,28,125,B2,'Regular',4128,R52,1128.12,1128.12
1091018.0,1,1.0,C,9,18,30,68,B2,'Diesel',109,R52,1236.97,1236.97
1091057.0,1,1.0,E,4,3,23,125,B1,'Regular',4128,R52,1128.12,1128.12
1091072.0,1,0.5,C,7,1,41,50,B1,'Diesel',490,R52,1128.12,2256.24
1091193.0,1,0.72,D,7,15,58,57,B1,'Regular',745,R82,1128.0,1566.6666666666667
1091238.0,1,1.0,D,10,3,58,50,B2,'Regular',745,R82,73.11,73.11
1091280.0,1,0.04,D,5,10,23,112,B2,'Diesel',745,R82,1433.02,35825.5
1091325.0,1,0.12,D,6,13,42,50,B2,'Diesel',657,R82,1524.49,12704.083333333334
1091338.0,2,0.5,D,4,3,20,95,B1,'Diesel',752,R82,3526.8,7053.6
1091338.0,2,0.5,D,4,3,20,95,B1,'Diesel',752,R82,1704.35,3408.7
1091350.0,2,0.58,D,5,4,47,50,B2,'Regular',752,R82,1128.12,1945.0344827586207
1091350.0,2,0.58,D,5,4,47,50,B2,'Regular',752,R82,1628.12,2807.103448275862
1091365.0,1,0.18,D,7,15,40,95,B1,'Regular',745,R82,1524.49,8469.388888888889
1091428.0,1,0.09,C,5,7,34,54,B5,'Diesel',311,R82,867.7,9641.111111111111
1091439.0,1,0.17,D,7,18,27,90,B2,'Diesel',745,R82,114.33,672.5294117647059
1091472.0,1,0.44,D,4,7,43,64,B2,'Regular',745,R82,78.77,179.02272727272725
1091474.0,1,0.47,D,7,11,43,60,B11,'Diesel',745,R82,538.99,1146.7872340425533
1091482.0,1,0.38,D,10,14,54,50,B3,'Regular',745,R82,853.45,2245.921052631579
1091494.0,1,0.24,E,4,15,27,76,B4,'Regular',3628,R82,633.05,2637.708333333333
1091522.0,1,0.7,D,6,8,44,54,B1,'Diesel',1719,R82,150.95,215.64285714285714
1091524.0,1,1.0,D,6,14,38,50,B1,'Regular',745,R82,1128.12,1128.12
1091532.0,1,0.35,D,6,10,63,57,B5,'Regular',745,R82,574.84,1642.4
1091537.0,1,1.0,D,6,14,60,52,B2,'Regular',745,R82,1128.0,1128.0
1091550.0,1,0.06,C,4,5,41,57,B4,'Diesel',270,R24,123.84,2064.0
1091675.0,1,0.62,C,6,7,51,50,B2,'Diesel',315,R82,3803.18,6134.1612903225805
1091692.0,1,0.92,C,5,9,44,50,B3,'Diesel',391,R82,809.84,880.2608695652174
1091751.0,1,0.83,E,6,2,36,112,B2,'Regular',3657,R82,1128.0,1359.0361445783133
1091771.0,1,0.35,D,6,11,33,118,B3,'Regular',1704,R82,1128.12,3223.2
1091781.0,1,1.0,E,6,10,35,71,B3,'Regular',9307,R82,434.86,434.86
1091783.0,1,0.16,C,5,10,42,95,B2,'Diesel',242,R82,1134.53,7090.8125
1091784.0,1,0.0082191780821917,C,4,11,42,95,B3,'Regular',242,R82,8092.47,984583.8500000096
1091815.0,2,1.0,D,5,12,55,50,B2,'Diesel',1704,R82,1128.12,1128.12
1091815.0,2,1.0,D,5,12,55,50,B2,'Diesel',1704,R82,170.39,170.39
1091824.0,1,0.38,D,6,6,49,50,B2,'Diesel',1704,R82,4428.24,11653.263157894737
1091825.0,1,0.34,D,6,6,49,50,B2,'Diesel',1704,R82,877.99,2582.3235294117644
1091832.0,1,0.17,D,4,7,47,50,B2,'Diesel',1704,R82,1128.12,6635.999999999999
1091891.0,1,0.09,B,6,14,23,80,B1,'Regular',91,R24,1128.12,12534.666666666666
1091907.0,1,1.0,B,5,16,29,95,B2,'Diesel',91,R24,1128.12,1128.12
1091916.0,1,1.0,A,6,11,55,52,B1,'Diesel',17,R24,1128.12,1128.12
1091958.0,1,1.0,C,4,9,23,118,B2,'Regular',405,R24,1128.12,1128.12
1091975.0,1,1.0,C,4,5,30,59,B4,'Diesel',105,R24,1128.12,1128.12
1092013.0,1,0.3,A,7,10,20,95,B1,'Diesel',23,R24,1128.12,3760.3999999999996
1092023.0,1,0.39,B,6,0,46,50,B1,'Diesel',50,R24,1128.12,2892.6153846153843
1092079.0,2,0.67,D,4,19,38,85,B1,'Regular',1313,R24,2508.15,3743.507462686567
1092079.0,2,0.67,D,4,19,38,85,B1,'Regular',1313,R24,1128.12,1683.7611940298505
1092118.0,1,0.8,A,7,19,22,85,B3,'Regular',30,R24,1128.0,1410.0
1092127.0,1,1.0,D,6,6,48,50,B3,'Diesel',1313,R24,1128.0,1128.0
1092176.0,1,0.64,A,7,25,51,76,B2,'Regular',34,R24,1128.12,1762.6874999999998
1092276.0,1,1.0,D,4,15,40,59,B1,'Regular',1313,R24,1128.0,1128.0
1092300.0,1,1.0,F,6,9,25,60,B3,'Regular',27000,R11,506.91,506.91
1092316.0,1,0.81,D,5,0,55,132,B1,'Diesel',1313,R24,1128.12,1392.7407407407404
1092319.0,1,0.25,D,7,15,21,90,B11,'Regular',1313,R24,564.06,2256.24
1092381.0,1,0.84,C,6,6,31,68,B13,'Regular',237,R93,76.63,91.22619047619047
1092395.0,1,0.1,C,6,3,34,51,B6,'Diesel',128,R24,1128.12,11281.199999999999
1092408.0,1,0.45,D,6,12,45,50,B1,'Diesel',1313,R24,1128.12,2506.933333333333
1092433.0,1,0.18,E,7,14,36,60,B3,'Regular',3541,R52,718.85,3993.6111111111113
1092452.0,1,1.0,D,9,2,54,50,B1,'Diesel',1326,R93,3146.25,3146.25
1092470.0,1,0.15,E,7,12,69,50,B1,'Diesel',3541,R52,1302.14,8680.933333333334
1092529.0,1,1.0,E,10,5,39,50,B5,'Diesel',3541,R52,1128.0,1128.0
1092563.0,1,0.23,C,6,12,45,50,B5,'Regular',251,R52,1128.0,4904.347826086956
1092591.0,1,1.0,C,5,12,48,125,B4,'Diesel',214,R52,1128.12,1128.12
1092597.0,1,0.13,C,7,7,47,50,B6,'Diesel',218,R52,1706.49,13126.846153846154
1092694.0,1,1.0,F,14,3,37,50,B2,'Regular',27000,R11,825.91,825.91
1092720.0,1,0.77,D,6,2,31,71,B3,'Diesel',741,R24,1128.12,1465.090909090909
1092751.0,1,0.12,A,7,15,27,80,B1,'Regular',16,R24,329.4,2745.0
1092760.0,1,0.4,D,5,2,22,118,B3,'Diesel',747,R53,1128.0,2820.0
1092796.0,2,1.0,C,12,7,36,112,B12,'Diesel',273,R82,1128.12,1128.12
1092796.0,2,1.0,C,12,7,36,112,B12,'Diesel',273,R82,849.42,849.42
1092805.0,1,0.07,D,5,15,47,50,B1,'Diesel',904,R82,1692.0,24171.42857142857
1092808.0,1,1.0,D,6,7,51,50,B1,'Diesel',988,R82,976.73,976.73
1092825.0,1,0.82,D,8,6,28,80,B1,'Diesel',1753,R82,1128.12,1375.7560975609756
1092852.0,1,0.14,D,9,11,26,125,B3,'Regular',827,R82,1128.0,8057.142857142856
1092862.0,1,0.5,A,4,13,48,58,B1,'Diesel',9,R82,1128.0,2256.0
1092867.0,2,0.3,C,9,7,58,50,B13,'Regular',273,R82,1128.0,3760.0
1092867.0,2,0.3,C,9,7,58,50,B13,'Regular',273,R82,11357.17,37857.23333333334
1092868.0,1,0.49,B,9,9,36,112,B1,'Regular',95,R82,1128.0,2302.0408163265306
1092889.0,1,0.09,E,4,10,44,51,B4,'Diesel',4172,R82,74.69,829.8888888888889
1092895.0,1,0.28,D,9,9,28,68,B1,'Regular',1753,R82,1128.12,4028.999999999999
1092976.0,1,1.0,C,7,6,31,57,B12,'Diesel',298,R24,2289.47,2289.47
1092993.0,1,0.78,B,6,4,37,50,B2,'Diesel',84,R24,76.63,98.24358974358974
1093052.0,1,0.39,B,5,5,24,76,B3,'Diesel',67,R24,32.52,83.38461538461539
1093124.0,1,0.06,B,6,11,61,50,B2,'Diesel',97,R52,2645.57,44092.833333333336
1093129.0,1,0.12,E,8,0,37,50,B2,'Regular',3317,R93,1046.4,8720.000000000002
1093213.0,2,1.0,C,10,6,50,74,B3,'Diesel',322,R82,667.98,667.98
1093213.0,2,1.0,C,10,6,50,74,B3,'Diesel',322,R82,445.95,445.95
1093232.0,1,0.69,D,5,8,47,50,B1,'Regular',1182,R82,1041.98,1510.1159420289857
1093235.0,1,1.0,E,4,2,56,50,B2,'Regular',9307,R82,373.5,373.5
1093239.0,1,1.0,A,8,11,31,76,B12,'Regular',46,R82,1128.12,1128.12
1093280.0,1,1.0,E,7,14,27,75,B1,'Regular',8455,R82,1488.98,1488.98
1093321.0,1,0.06,E,12,8,32,60,B13,'Regular',8549,R82,763.01,12716.833333333334
1093342.0,1,1.0,E,7,11,40,80,B1,'Regular',8455,R82,1128.0,1128.0
1093388.0,1,0.67,D,4,2,46,50,B1,'Regular',710,R82,1128.0,1683.5820895522388
1093433.0,1,1.0,C,7,7,48,61,B2,'Regular',209,R82,756.25,756.25
1093450.0,1,0.87,D,9,9,38,57,B2,'Regular',1182,R82,338.14,388.66666666666663
1093658.0,1,0.59,D,5,15,60,50,B2,'Regular',1601,R41,12228.35,20726.016949152545
1093726.0,1,1.0,C,6,10,77,55,B13,'Regular',425,R41,1128.0,1128.0
1093776.0,1,1.0,C,7,5,49,50,B4,'Regular',490,R41,1128.0,1128.0
1093847.0,1,1.0,E,5,2,33,62,B5,'Regular',3430,R93,732.27,732.27
1093874.0,1,1.0,C,7,15,43,50,B1,'Regular',263,R93,1128.12,1128.12
1093889.0,1,1.0,F,6,4,29,95,B5,'Regular',16533,R11,1128.0,1128.0
1093960.0,2,1.0,E,6,12,69,62,B6,'Regular',4762,R93,1128.12,1128.12
1093960.0,2,1.0,E,6,12,69,62,B6,'Regular',4762,R93,16260.67,16260.67
1093962.0,1,1.0,E,5,6,46,50,B1,'Regular',4762,R93,80.04,80.04
1093968.0,1,1.0,E,7,6,39,50,B12,'Regular',4762,R93,1128.12,1128.12
1093978.0,1,1.0,E,5,2,29,112,B2,'Diesel',4762,R93,1128.0,1128.0
1094006.0,1,0.88,D,7,5,60,54,B5,'Regular',674,R93,776.23,882.0795454545455
1094010.0,2,1.0,E,5,5,39,77,B1,'Regular',4762,R93,1128.12,1128.12
1094010.0,2,1.0,E,5,5,39,77,B1,'Regular',4762,R93,837.39,837.39
1094053.0,1,1.0,E,4,2,41,59,B1,'Regular',4762,R93,10000.0,10000.0
1094175.0,1,1.0,D,4,10,69,50,B2,'Regular',1468,R31,1128.0,1128.0
1094208.0,1,1.0,D,7,10,49,95,B2,'Diesel',1466,R31,1128.0,1128.0
1094221.0,1,1.0,C,6,12,20,50,B2,'Diesel',298,R31,2380.38,2380.38
1094239.0,1,1.0,E,4,7,26,69,B2,'Regular',2949,R31,1128.12,1128.12
1094245.0,1,0.99,D,4,8,52,67,B6,'Regular',1466,R31,15244.9,15398.888888888889
1094290.0,1,1.0,D,4,2,29,72,B1,'Regular',613,R93,410.52,410.52
1094294.0,1,1.0,E,7,6,31,54,B1,'Diesel',3095,R31,371.69,371.69
1094343.0,1,1.0,E,6,5,58,50,B1,'Regular',3095,R31,204.23,204.23
1094433.0,1,1.0,D,6,11,70,50,B1,'Regular',517,R31,491.66,491.66
1094437.0,1,1.0,D,6,6,24,76,B1,'Regular',1962,R82,1128.0,1128.0
1094460.0,1,1.0,E,10,5,37,56,B5,'Regular',8549,R82,35705.32,35705.32
1094495.0,1,1.0,C,6,10,62,62,B1,'Diesel',120,R82,1128.0,1128.0
1094503.0,1,0.8,E,7,2,61,62,B2,'Diesel',9307,R82,1128.12,1410.1499999999999
1094538.0,1,1.0,C,4,1,36,68,B1,'Regular',480,R82,1363.84,1363.84
1094541.0,2,1.0,D,5,5,58,65,B3,'Diesel',1422,R82,76.57,76.57
1094541.0,2,1.0,D,5,5,58,65,B3,'Diesel',1422,R82,5706.54,5706.54
1094556.0,1,0.41,E,7,14,44,100,B1,'Regular',3301,R73,6.79,16.5609756097561
1094561.0,3,1.0,D,7,1,54,93,B2,'Diesel',1508,R82,1128.12,1128.12
1094561.0,3,1.0,D,7,1,54,93,B2,'Diesel',1508,R82,1290.28,1290.28
1094561.0,3,1.0,D,7,1,54,93,B2,'Diesel',1508,R82,1128.0,1128.0
1094624.0,1,1.0,D,7,1,35,95,B1,'Diesel',1323,R82,897.6,897.6
1094657.0,1,0.02,D,6,4,32,53,B2,'Diesel',1871,R82,1497.59,74879.5
1094665.0,1,0.8,D,5,11,43,80,B2,'Diesel',1063,R82,70.2,87.75
1094669.0,1,1.0,D,8,5,56,50,B10,'Diesel',1323,R82,1128.0,1128.0
1094671.0,1,1.0,D,7,1,43,106,B2,'Diesel',1063,R82,1128.12,1128.12
1094703.0,1,0.1,D,4,6,31,95,B4,'Diesel',578,R82,1128.12,11281.199999999999
1094704.0,1,0.43,D,4,6,31,95,B4,'Diesel',578,R82,2088.55,4857.093023255815
1094758.0,2,0.99,D,7,4,31,52,B11,'Diesel',1323,R82,750.28,757.8585858585858
1094758.0,2,0.99,D,7,4,31,52,B11,'Diesel',1323,R82,74.7,75.45454545454545
1094782.0,2,0.7,D,5,5,46,76,B6,'Regular',1871,R82,74.69,106.7
1094782.0,2,0.7,D,5,5,46,76,B6,'Regular',1871,R82,1128.0,1611.4285714285716
1094788.0,1,0.61,D,6,10,33,51,B2,'Diesel',1323,R82,830.89,1362.1147540983607
1094797.0,1,0.56,D,6,13,32,100,B2,'Diesel',1323,R82,1585.35,2830.982142857142
1094843.0,1,1.0,C,4,11,38,50,B4,'Regular',214,R26,81.37,81.37
1094850.0,1,0.9,E,6,6,34,50,B2,'Diesel',3973,R11,6356.79,7063.099999999999
